VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P	FULL_NAME	term	shortname	P_adjusted	significant_P_adj	tissue_name
Breast_Mammary_Tissue	COVAR	17340	-0.020168	-0.038791	0.0081771	0.99317	Breast_Mammary_Tissue	f6144.4	Never eat sugar	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17340	0.0026203	0.0056144	0.0042335	0.26798	Cells_Cultured_fibroblasts	f6144.4	Never eat sugar	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17340	0.0025541	0.005573	0.003178	0.21079	Cells_EBV-transformed_lymphocytes	f6144.4	Never eat sugar	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17340	-0.018261	-0.035803	0.0077764	0.99056	Cervix_Ectocervix	f6144.4	Never eat sugar	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17340	-0.015797	-0.031278	0.0074536	0.98296	Cervix_Endocervix	f6144.4	Never eat sugar	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17340	-0.0068228	-0.01335	0.0081374	0.7991	Colon_Sigmoid	f6144.4	Never eat sugar	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17340	-0.0038051	-0.0069979	0.0075162	0.69366	Colon_Transverse	f6144.4	Never eat sugar	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17340	-0.013495	-0.026569	0.0083379	0.94722	Esophagus_Gastroesophageal_Junction	f6144.4	Never eat sugar	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17340	-0.011412	-0.022065	0.0049411	0.98954	Esophagus_Mucosa	f6144.4	Never eat sugar	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17340	-0.011262	-0.022217	0.0080826	0.91824	Esophagus_Muscularis	f6144.4	Never eat sugar	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17340	-0.02205	-0.042786	0.0076275	0.99808	Fallopian_Tube	f6144.4	Never eat sugar	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17340	-0.0023944	-0.004299	0.0061282	0.65199	Heart_Atrial_Appendage	f6144.4	Never eat sugar	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17340	-0.001601	-0.0026721	0.0058251	0.60828	Heart_Left_Ventricle	f6144.4	Never eat sugar	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17340	-0.012457	-0.021893	0.0058442	0.98347	Kidney_Cortex	f6144.4	Never eat sugar	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17340	-0.012453	-0.023033	0.006014	0.9808	Kidney_Medulla	f6144.4	Never eat sugar	1	FALSE	Kidney Medulla
Liver	COVAR	17340	5.008e-05	9.0164e-05	0.0040951	0.49512	Liver	f6144.4	Never eat sugar	1	FALSE	Liver
Lung	COVAR	17340	-0.018736	-0.036234	0.0059211	0.99922	Lung	f6144.4	Never eat sugar	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17340	-0.01087	-0.020238	0.0062315	0.95945	Minor_Salivary_Gland	f6144.4	Never eat sugar	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17340	0.0048906	0.00925	0.0044505	0.13591	Muscle_Skeletal	f6144.4	Never eat sugar	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17340	-0.010121	-0.020374	0.0065088	0.94001	Nerve_Tibial	f6144.4	Never eat sugar	1	FALSE	Nerve Tibial
Ovary	COVAR	17340	-0.011806	-0.023937	0.0062465	0.97062	Ovary	f6144.4	Never eat sugar	1	FALSE	Ovary
Pancreas	COVAR	17340	0.00086249	0.0014421	0.00546	0.43724	Pancreas	f6144.4	Never eat sugar	1	FALSE	Pancreas
Pituitary	COVAR	17340	-0.00056067	-0.0010453	0.0057755	0.53867	Pituitary	f6144.4	Never eat sugar	1	FALSE	Pituitary
Prostate	COVAR	17340	-0.019206	-0.036445	0.0077054	0.99365	Prostate	f6144.4	Never eat sugar	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17340	-0.0070992	-0.013697	0.004987	0.9227	Skin_Not_Sun_Exposed_Suprapubic	f6144.4	Never eat sugar	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17340	-0.0087887	-0.017061	0.0049923	0.96083	Skin_Sun_Exposed_Lower_leg	f6144.4	Never eat sugar	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17340	-0.012038	-0.022143	0.0062223	0.97348	Small_Intestine_Terminal_Ileum	f6144.4	Never eat sugar	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17340	-0.0069137	-0.013705	0.0047473	0.92734	Spleen	f6144.4	Never eat sugar	1	FALSE	Spleen
Stomach	COVAR	17340	-0.01139	-0.020696	0.007792	0.92808	Stomach	f6144.4	Never eat sugar	1	FALSE	Stomach
Testis	COVAR	17340	0.0015175	0.00262	0.0036148	0.33732	Testis	f6144.4	Never eat sugar	1	FALSE	Testis
Thyroid	COVAR	17340	-0.0077534	-0.015355	0.0062519	0.89253	Thyroid	f6144.4	Never eat sugar	1	FALSE	Thyroid
Uterus	COVAR	17340	-0.0067128	-0.013678	0.0070624	0.82906	Uterus	f6144.4	Never eat sugar	1	FALSE	Uterus
Vagina	COVAR	17340	-0.01999	-0.038239	0.0070833	0.99761	Vagina	f6144.4	Never eat sugar	1	FALSE	Vagina
Whole_Blood	COVAR	17340	-0.0013476	-0.002436	0.003643	0.64428	Whole_Blood	f6144.4	Never eat sugar	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17335	-0.0081779	-0.016322	0.0067439	0.88736	Adipose_Subcutaneous	f6146.100	No disability benefits	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17335	-0.0118	-0.022923	0.0069699	0.95476	Adipose_Visceral_Omentum	f6146.100	No disability benefits	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17335	-0.005696	-0.010997	0.0062524	0.81885	Adrenal_Gland	f6146.100	No disability benefits	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17335	-0.010425	-0.021275	0.0063898	0.9486	Artery_Aorta	f6146.100	No disability benefits	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17335	-0.015679	-0.031214	0.0074327	0.98254	Artery_Coronary	f6146.100	No disability benefits	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17335	-0.015571	-0.032059	0.0062707	0.99348	Artery_Tibial	f6146.100	No disability benefits	1	FALSE	Artery Tibial
Bladder	COVAR	17335	-0.019578	-0.038168	0.0082241	0.99135	Bladder	f6146.100	No disability benefits	1	FALSE	Bladder
Brain_Amygdala	COVAR	17335	0.014147	0.024097	0.004892	0.0019177	Brain_Amygdala	f6146.100	No disability benefits	0.0498602	TRUE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17335	0.015365	0.027138	0.0045056	0.00032522	Brain_Anterior_cingulate_cortex_BA24	f6146.100	No disability benefits	0.00845572	TRUE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17335	0.013229	0.022848	0.0048983	0.0034633	Brain_Caudate_basal_ganglia	f6146.100	No disability benefits	0.0900458	FALSE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17335	0.014067	0.028227	0.0037977	0.00010642	Brain_Cerebellar_Hemisphere	f6146.100	No disability benefits	0.00276692	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17335	0.014465	0.028716	0.0039214	0.00011301	Brain_Cerebellum	f6146.100	No disability benefits	0.00293826	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17335	0.016261	0.029652	0.004458	0.00013274	Brain_Cortex	f6146.100	No disability benefits	0.00345124	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17335	0.015875	0.029248	0.0042951	0.00010983	Brain_Frontal_Cortex_BA9	f6146.100	No disability benefits	0.00285558	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17335	0.012467	0.02111	0.0049753	0.0061149	Brain_Hippocampus	f6146.100	No disability benefits	0.1589874	FALSE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17335	0.016568	0.028516	0.0050588	0.00052911	Brain_Hypothalamus	f6146.100	No disability benefits	0.01375686	TRUE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17335	0.013794	0.023929	0.0047367	0.0017974	Brain_Nucleus_accumbens_basal_ganglia	f6146.100	No disability benefits	0.0467324	TRUE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17335	0.013688	0.023288	0.0049323	0.0027617	Brain_Putamen_basal_ganglia	f6146.100	No disability benefits	0.0718042	FALSE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17335	0.012478	0.022428	0.0053693	0.010071	Brain_Spinal_cord_cervical_c-1	f6146.100	No disability benefits	0.261846	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17335	0.014394	0.024776	0.0053431	0.0035346	Brain_Substantia_nigra	f6146.100	No disability benefits	0.0918996	FALSE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17335	-0.015187	-0.029211	0.0079233	0.97236	Breast_Mammary_Tissue	f6146.100	No disability benefits	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17335	0.00091574	0.0019622	0.0040806	0.41122	Cells_Cultured_fibroblasts	f6146.100	No disability benefits	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17335	0.0026528	0.0057885	0.0030617	0.19313	Cells_EBV-transformed_lymphocytes	f6146.100	No disability benefits	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17335	-0.012025	-0.023574	0.0075699	0.94391	Cervix_Ectocervix	f6146.100	No disability benefits	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17335	-0.02241	-0.04437	0.0071982	0.99907	Cervix_Endocervix	f6146.100	No disability benefits	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17335	0.0050047	0.0097921	0.0078321	0.26142	Colon_Sigmoid	f6146.100	No disability benefits	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17335	-0.0026335	-0.0048434	0.0072551	0.64169	Colon_Transverse	f6146.100	No disability benefits	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17335	-0.0115	-0.022639	0.0080225	0.92412	Esophagus_Gastroesophageal_Junction	f6146.100	No disability benefits	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17335	-0.0037117	-0.0071762	0.0047759	0.78147	Esophagus_Mucosa	f6146.100	No disability benefits	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17335	-0.010574	-0.020858	0.0077665	0.91331	Esophagus_Muscularis	f6146.100	No disability benefits	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17335	-0.023388	-0.045377	0.0073572	0.99926	Fallopian_Tube	f6146.100	No disability benefits	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17335	-0.01429	-0.025656	0.005951	0.99183	Heart_Atrial_Appendage	f6146.100	No disability benefits	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17335	-0.012286	-0.020508	0.0056467	0.98521	Heart_Left_Ventricle	f6146.100	No disability benefits	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17335	-0.0087682	-0.01541	0.0056547	0.93949	Kidney_Cortex	f6146.100	No disability benefits	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17335	-0.013335	-0.024664	0.0057805	0.98947	Kidney_Medulla	f6146.100	No disability benefits	1	FALSE	Kidney Medulla
Liver	COVAR	17335	0.00097322	0.0017524	0.0039518	0.40274	Liver	f6146.100	No disability benefits	1	FALSE	Liver
Lung	COVAR	17335	-0.013343	-0.025802	0.0057355	0.98999	Lung	f6146.100	No disability benefits	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17335	-0.0055877	-0.010401	0.006036	0.8227	Minor_Salivary_Gland	f6146.100	No disability benefits	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17335	-0.005273	-0.0099739	0.004266	0.89177	Muscle_Skeletal	f6146.100	No disability benefits	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17335	-0.0059897	-0.012056	0.0063002	0.82912	Nerve_Tibial	f6146.100	No disability benefits	1	FALSE	Nerve Tibial
Ovary	COVAR	17335	-0.0058441	-0.011847	0.0060216	0.8341	Ovary	f6146.100	No disability benefits	1	FALSE	Ovary
Pancreas	COVAR	17335	-0.001464	-0.0024479	0.005261	0.6096	Pancreas	f6146.100	No disability benefits	1	FALSE	Pancreas
Pituitary	COVAR	17335	0.0051088	0.0095238	0.0056295	0.18208	Pituitary	f6146.100	No disability benefits	1	FALSE	Pituitary
Prostate	COVAR	17335	-0.016853	-0.031976	0.0075025	0.98765	Prostate	f6146.100	No disability benefits	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17335	-0.0069669	-0.013441	0.0048141	0.92607	Skin_Not_Sun_Exposed_Suprapubic	f6146.100	No disability benefits	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17335	-0.0085253	-0.016548	0.0048202	0.96152	Skin_Sun_Exposed_Lower_leg	f6146.100	No disability benefits	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17335	-0.0036649	-0.0067413	0.0060049	0.72917	Small_Intestine_Terminal_Ileum	f6146.100	No disability benefits	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17335	-0.011003	-0.02181	0.0046023	0.99159	Spleen	f6146.100	No disability benefits	1	FALSE	Spleen
Stomach	COVAR	17335	-0.0096696	-0.017569	0.0074355	0.90327	Stomach	f6146.100	No disability benefits	1	FALSE	Stomach
Testis	COVAR	17335	-0.007293	-0.012587	0.0034876	0.98173	Testis	f6146.100	No disability benefits	1	FALSE	Testis
Thyroid	COVAR	17335	-0.0018033	-0.0035709	0.0060574	0.61703	Thyroid	f6146.100	No disability benefits	1	FALSE	Thyroid
Uterus	COVAR	17335	-0.0080831	-0.016469	0.0067752	0.88357	Uterus	f6146.100	No disability benefits	1	FALSE	Uterus
Vagina	COVAR	17335	-0.012248	-0.023425	0.0069015	0.96201	Vagina	f6146.100	No disability benefits	1	FALSE	Vagina
Whole_Blood	COVAR	17335	-0.0025063	-0.0045309	0.0035172	0.76195	Whole_Blood	f6146.100	No disability benefits	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17357	-0.01519	-0.030333	0.0073158	0.98106	Adipose_Subcutaneous	f20116.1	Previous smoker	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17357	-0.0148	-0.028763	0.0075817	0.97452	Adipose_Visceral_Omentum	f20116.1	Previous smoker	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17357	-0.0096342	-0.018606	0.0067092	0.92448	Adrenal_Gland	f20116.1	Previous smoker	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17357	-0.031713	-0.064751	0.0069265	1	Artery_Aorta	f20116.1	Previous smoker	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17357	-0.030903	-0.061554	0.0080701	0.99994	Artery_Coronary	f20116.1	Previous smoker	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17357	-0.017125	-0.035274	0.0067768	0.99424	Artery_Tibial	f20116.1	Previous smoker	1	FALSE	Artery Tibial
Bladder	COVAR	17357	-0.024355	-0.047503	0.008902	0.99689	Bladder	f20116.1	Previous smoker	1	FALSE	Bladder
Brain_Amygdala	COVAR	17357	0.017865	0.030449	0.0053472	0.00041833	Brain_Amygdala	f20116.1	Previous smoker	0.01087658	TRUE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17357	0.019777	0.03495	0.0049141	2.8674e-05	Brain_Anterior_cingulate_cortex_BA24	f20116.1	Previous smoker	0.000745524	TRUE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17357	0.01942	0.033559	0.0053725	0.00015082	Brain_Caudate_basal_ganglia	f20116.1	Previous smoker	0.00392132	TRUE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17357	0.019352	0.038843	0.0041278	1.3897e-06	Brain_Cerebellar_Hemisphere	f20116.1	Previous smoker	3.61322e-05	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17357	0.019574	0.03887	0.0042573	2.1506e-06	Brain_Cerebellum	f20116.1	Previous smoker	5.59156e-05	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17357	0.019071	0.034796	0.0048458	4.1667e-05	Brain_Cortex	f20116.1	Previous smoker	0.001083342	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17357	0.020135	0.037119	0.004675	8.3275e-06	Brain_Frontal_Cortex_BA9	f20116.1	Previous smoker	0.000216515	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17357	0.016118	0.027306	0.0054424	0.001533	Brain_Hippocampus	f20116.1	Previous smoker	0.039858	TRUE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17357	0.020407	0.035145	0.0055182	0.00010897	Brain_Hypothalamus	f20116.1	Previous smoker	0.00283322	TRUE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17357	0.020692	0.035917	0.0051846	3.3028e-05	Brain_Nucleus_accumbens_basal_ganglia	f20116.1	Previous smoker	0.000858728	TRUE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17357	0.019162	0.032618	0.0054134	0.00020084	Brain_Putamen_basal_ganglia	f20116.1	Previous smoker	0.00522184	TRUE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17357	0.0092621	0.016658	0.0058734	0.057412	Brain_Spinal_cord_cervical_c-1	f20116.1	Previous smoker	1	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17357	0.014297	0.024623	0.0058454	0.0072315	Brain_Substantia_nigra	f20116.1	Previous smoker	0.188019	FALSE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17357	-0.019391	-0.037314	0.0086209	0.98775	Breast_Mammary_Tissue	f20116.1	Previous smoker	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17357	-0.0075025	-0.016081	0.0044389	0.95449	Cells_Cultured_fibroblasts	f20116.1	Previous smoker	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17357	0.00015514	0.0003386	0.0033337	0.48144	Cells_EBV-transformed_lymphocytes	f20116.1	Previous smoker	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17357	-0.014845	-0.029118	0.008218	0.96457	Cervix_Ectocervix	f20116.1	Previous smoker	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17357	-0.015968	-0.031633	0.0078109	0.97953	Cervix_Endocervix	f20116.1	Previous smoker	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17357	-0.01572	-0.03077	0.0085428	0.96711	Colon_Sigmoid	f20116.1	Previous smoker	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17357	0.00057159	0.0010516	0.0078713	0.47106	Colon_Transverse	f20116.1	Previous smoker	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17357	-0.026221	-0.051646	0.0087584	0.99862	Esophagus_Gastroesophageal_Junction	f20116.1	Previous smoker	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17357	-0.0055389	-0.010713	0.0052067	0.85628	Esophagus_Mucosa	f20116.1	Previous smoker	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17357	-0.026278	-0.05186	0.0084784	0.99903	Esophagus_Muscularis	f20116.1	Previous smoker	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17357	-0.026669	-0.051776	0.0079985	0.99957	Fallopian_Tube	f20116.1	Previous smoker	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17357	-0.0032153	-0.0057749	0.0065036	0.68948	Heart_Atrial_Appendage	f20116.1	Previous smoker	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17357	-8.6124e-05	-0.0001438	0.0061929	0.50555	Heart_Left_Ventricle	f20116.1	Previous smoker	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17357	-0.00518	-0.0091067	0.0061585	0.79985	Kidney_Cortex	f20116.1	Previous smoker	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17357	-0.0071763	-0.013277	0.0063382	0.87122	Kidney_Medulla	f20116.1	Previous smoker	1	FALSE	Kidney Medulla
Liver	COVAR	17357	-0.00056914	-0.001025	0.0043047	0.55259	Liver	f20116.1	Previous smoker	1	FALSE	Liver
Lung	COVAR	17357	-0.018391	-0.03558	0.0062174	0.99845	Lung	f20116.1	Previous smoker	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17357	-0.0075966	-0.014146	0.0065781	0.87591	Minor_Salivary_Gland	f20116.1	Previous smoker	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17357	0.000303	0.00057326	0.0046775	0.47418	Muscle_Skeletal	f20116.1	Previous smoker	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17357	-0.01329	-0.026766	0.0068597	0.97364	Nerve_Tibial	f20116.1	Previous smoker	1	FALSE	Nerve Tibial
Ovary	COVAR	17357	-0.0060198	-0.012209	0.0065336	0.82157	Ovary	f20116.1	Previous smoker	1	FALSE	Ovary
Pancreas	COVAR	17357	-0.0018699	-0.0031277	0.0057267	0.62798	Pancreas	f20116.1	Previous smoker	1	FALSE	Pancreas
Pituitary	COVAR	17357	0.0094687	0.017661	0.0060873	0.059924	Pituitary	f20116.1	Previous smoker	1	FALSE	Pituitary
Prostate	COVAR	17357	-0.019809	-0.037606	0.0081798	0.99227	Prostate	f20116.1	Previous smoker	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17357	-0.0066496	-0.012832	0.0052317	0.89813	Skin_Not_Sun_Exposed_Suprapubic	f20116.1	Previous smoker	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17357	-0.0075783	-0.014715	0.0052363	0.92608	Skin_Sun_Exposed_Lower_leg	f20116.1	Previous smoker	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17357	-0.0048135	-0.0088577	0.0065277	0.76955	Small_Intestine_Terminal_Ileum	f20116.1	Previous smoker	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17357	-0.0067906	-0.013466	0.0049841	0.91346	Spleen	f20116.1	Previous smoker	1	FALSE	Spleen
Stomach	COVAR	17357	-0.010272	-0.018672	0.0082016	0.89478	Stomach	f20116.1	Previous smoker	1	FALSE	Stomach
Testis	COVAR	17357	-0.0066074	-0.011413	0.0037789	0.9598	Testis	f20116.1	Previous smoker	1	FALSE	Testis
Thyroid	COVAR	17357	-0.020533	-0.04068	0.0065616	0.99912	Thyroid	f20116.1	Previous smoker	1	FALSE	Thyroid
Uterus	COVAR	17357	-0.015138	-0.03086	0.007398	0.97962	Uterus	f20116.1	Previous smoker	1	FALSE	Uterus
Vagina	COVAR	17357	-0.010924	-0.020905	0.0074978	0.92743	Vagina	f20116.1	Previous smoker	1	FALSE	Vagina
Whole_Blood	COVAR	17357	-0.0017214	-0.0031115	0.0038019	0.67464	Whole_Blood	f20116.1	Previous smoker	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17346	-0.03588	-0.071618	0.00846	0.99999	Adipose_Subcutaneous	PXS_T2D	PXS for T2D onset	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17346	-0.035369	-0.068712	0.0087209	0.99997	Adipose_Visceral_Omentum	PXS_T2D	PXS for T2D onset	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17346	-0.01147	-0.022145	0.0078721	0.92744	Adrenal_Gland	PXS_T2D	PXS for T2D onset	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17346	-0.010274	-0.020968	0.008069	0.89852	Artery_Aorta	PXS_T2D	PXS for T2D onset	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17346	-0.020589	-0.040992	0.009338	0.98626	Artery_Coronary	PXS_T2D	PXS for T2D onset	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17346	-0.019569	-0.040294	0.0079103	0.99331	Artery_Tibial	PXS_T2D	PXS for T2D onset	1	FALSE	Artery Tibial
Bladder	COVAR	17346	-0.052769	-0.10288	0.010292	1	Bladder	PXS_T2D	PXS for T2D onset	1	FALSE	Bladder
Brain_Amygdala	COVAR	17346	0.028217	0.048073	0.0061376	2.1553e-06	Brain_Amygdala	PXS_T2D	PXS for T2D onset	5.60378e-05	TRUE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17346	0.029876	0.052775	0.0056533	6.3761e-08	Brain_Anterior_cingulate_cortex_BA24	PXS_T2D	PXS for T2D onset	1.657786e-06	TRUE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17346	0.02833	0.048938	0.0061676	2.1968e-06	Brain_Caudate_basal_ganglia	PXS_T2D	PXS for T2D onset	5.71168e-05	TRUE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17346	0.029686	0.059567	0.0047676	2.442e-10	Brain_Cerebellar_Hemisphere	PXS_T2D	PXS for T2D onset	6.3492e-09	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17346	0.029195	0.057955	0.0049215	1.5262e-09	Brain_Cerebellum	PXS_T2D	PXS for T2D onset	3.96812e-08	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17346	0.030895	0.056344	0.0055934	1.687e-08	Brain_Cortex	PXS_T2D	PXS for T2D onset	4.3862e-07	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17346	0.029908	0.055111	0.0053903	1.4623e-08	Brain_Frontal_Cortex_BA9	PXS_T2D	PXS for T2D onset	3.80198e-07	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17346	0.031926	0.05407	0.0062465	1.6198e-07	Brain_Hippocampus	PXS_T2D	PXS for T2D onset	4.21148e-06	TRUE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17346	0.028241	0.048613	0.0063436	4.2853e-06	Brain_Hypothalamus	PXS_T2D	PXS for T2D onset	0.0001114178	TRUE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17346	0.029348	0.05092	0.0059557	4.2012e-07	Brain_Nucleus_accumbens_basal_ganglia	PXS_T2D	PXS for T2D onset	1.092312e-05	TRUE	Brain Nucleus accumbens basal ganglia
